STUSAB;SUMLEV;COUNTY;COUSUB;PLACE;GEOID2;CHGOCA;TRACT;NAME;NHW;NHB;NHAM;NHAS;NHOTHER;HISP;MULTI;TOTAL;P003001;P003002;P003003;P003004;P003005;P003006;P003007;P003008;P005001;P005002;P005003;P005004;P005005;P005006;P005007;P005008;P005009;P005010;P005011;P005012;P005013;P005014;P005015;P005016;P005017;P006001;P006002;P006003;P006004;P006005;P006006;P006007;PCT05001;PCT05002;PCT05003;PCT05004;PCT05005;PCT05006;PCT05007;PCT05008;PCT05009;PCT05010;PCT05011;PCT05012;PCT05013;PCT05014;PCT05015;PCT05016;PCT05017;PCT05018;PCT05019;PCT05020;PCT05021;PCT05022;PCT11003;PCT11004;PCT11005;PCT11006;PCT11007;PCT11008;PCT11009;PCT11010;PCT11011;PCT11012;PCT11013;PCT11014;PCT11015;PCT11016;PCT11017;PCT11018;PCT11019;PCT11020;PCT11021;PCT11022;PCT11023;PCT11024;PCT11025;PCT11026;PCT11027;PCT11028;PCT11029;PCT11030;PCT11031;
;;;;;;;;;White alone, not Hispanic or Latino;Black or African American alone, not Hispanic or Latino;American Indian and Alaska Native alone, not Hispanic or Latino;Asian alone, not Hispanic or Latino;Other single race alone, not Hispanic or Latino;Hispanic or Latino;Two or more races, not Hispanic or Latino;Total;Total;White alone;Black or African American alone;American Indian and Alaska Native alone;Asian alone;Native Hawaiian and other Pacific Islander alone;Some other race alone;Two or more races;Total;Not Hispanic or Latino [subtotal];White alone, not Hispanic or Latino;Black or African American alone, not Hispanic or Latino;American Indian and Alaska Native alone, not Hispanic or Latino;Asian alone, not Hispanic or Latino;Native Hawaiian and other Pacific Islander alone, not Hispanic or Latino;Some other race alone, not Hispanic or Latino;Two or more races, not Hispanic or Latino;Hispanic or Latino [subtotal];White alone, Hispanic or Latino;Black or African American alone, Hispanic or Latino;American Indian and Alaska Native alone, Hispanic or Latino;Asian alone, Hispanic or Latino;Native Hawaiian and other Pacific Islander alone, Hispanic or Latino;Some other race alone, Hispanic or Latino;Two or more races, Hispanic or Latino;Total races tallied;White alone or in combination with one or more other races;Black or African American alone or in combination with one or more other races;American Indian and Alaska Native alone or in combination with one or more other races;Asian alone or in combination with one or more other races;Native Hawaiian and other Pacific Islander alone or in combination with one or more other races;Some other race alone or in combination with one or more other races;Asian alone with one Asian category;Asian Indian;Bangladeshi;Bhutanese;Burmese;Cambodian;Chinese (except Taiwanese);Filipino;Hmong;Indonesian;Japanese;Korean;Laotian;Malaysian;Nepalese;Pakistani;Sri Lankan;Taiwanese;Thai;Vietnamese;Other Asian, specified;Other Asian, not specified;Hispanic or Latino by specific origin;Mexican;Puerto Rican Cuban;Cuban;Dominican;Central American (excluding Mexican) [subtotal];Costa Rican;Guatemalan;Honduran;Nicaraguan;Panamanian;Salvadoran;Other Central American;South American [subtotal];Argentinean;Bolivian;Chilean;Colombian;Ecuadorian;Paraguayan;Peruvian;Uruguayan;Venezuelan;Other South American;Other Hispanic or Latino [subtotal];Spaniard;Spanish;Spanish American;All other Hispanic or Latino;
IL;080;031;14000;14000;61612000;61;612000;CA 61 Tract 612000;17;1427;5;0;4;78;14;1545;1545;29;1438;5;0;0;55;18;1545;1467;17;1427;5;0;0;4;14;78;12;11;0;0;0;51;4;1568;40;1456;10;1;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;66;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
IL;080;031;14000;14000;61612100;61;612100;CA 61 Tract 612100;17;1381;5;0;1;51;15;1470;1470;39;1388;5;0;0;18;20;1470;1419;17;1381;5;0;0;1;15;51;22;7;0;0;0;17;5;1490;45;1405;12;2;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;26;17;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;
IL;080;031;14000;14000;61842600;61;842600;CA 61 Tract 842600;2014;149;2;405;1;1524;38;4133;4133;2675;154;34;414;0;749;107;4133;2609;2014;149;2;405;0;1;38;1524;661;5;32;9;0;748;69;4250;2776;165;56;429;2;822;406;2;0;0;0;0;354;8;0;4;1;0;0;0;0;0;1;0;14;9;0;13;1524;1332;100;2;2;35;7;12;10;4;0;2;0;16;0;0;0;2;10;0;0;0;4;0;37;2;0;0;35;
IL;080;031;14000;14000;61843800;61;843800;CA 61 Tract 843800;486;1104;9;107;0;380;24;2110;2110;616;1119;23;110;0;198;44;2110;1730;486;1104;9;107;0;0;24;380;130;15;14;3;0;198;20;2158;652;1137;30;117;0;222;103;12;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;6;0;3;0;0;380;309;38;1;0;12;0;0;9;0;0;3;0;2;0;0;1;0;0;0;0;0;1;0;18;9;0;0;9;
IL;070;;14000;14000;62;62;;CA 62;3250;255;15;222;13;14314;40;18109;18109;10431;311;163;247;2;6461;494;18109;3795;3250;255;15;222;0;13;40;14314;7181;56;148;25;2;6448;454;18619;10851;338;228;290;34;6878;246;14;0;0;1;0;135;71;0;0;1;4;5;0;0;6;0;0;7;0;0;2;14314;13268;481;11;17;231;0;166;20;10;1;34;0;132;4;2;5;25;71;0;18;4;3;0;174;11;1;4;158;
IL;080;031;14000;14000;62620100;62;620100;CA 62 Tract 620100;535;89;2;89;4;3568;2;4289;4289;2212;96;37;98;2;1748;96;4289;721;535;89;2;89;0;4;2;3568;1677;7;35;9;2;1744;94;4389;2300;102;43;103;5;1836;98;0;0;0;0;0;79;11;0;0;0;3;0;0;0;0;0;0;5;0;0;0;3568;3392;78;4;0;35;0;20;2;1;1;11;0;28;0;0;3;6;16;0;3;0;0;0;31;2;0;0;29;
IL;080;031;14000;14000;62620200;62;620200;CA 62 Tract 620200;608;64;5;27;0;1515;4;2223;2223;1323;73;13;27;0;707;80;2223;708;608;64;5;27;0;0;4;1515;715;9;8;0;0;707;76;2307;1389;77;21;32;5;783;27;10;0;0;0;0;5;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1515;1331;88;1;9;18;0;8;7;1;0;2;0;27;2;0;0;1;24;0;0;0;0;0;41;1;0;4;36;
IL;080;031;14000;14000;62620300;62;620300;CA 62 Tract 620300;1586;58;7;63;3;4651;31;6399;6399;3877;78;52;77;0;2135;180;6399;1748;1586;58;7;63;0;3;31;4651;2291;20;45;14;0;2132;149;6586;4022;94;96;99;12;2263;77;4;0;0;1;0;30;31;0;0;0;0;5;0;0;6;0;0;0;0;0;0;4651;4217;204;6;5;100;0;75;6;2;0;17;0;57;1;1;0;13;22;0;13;4;3;0;62;7;1;0;54;
IL;080;031;14000;14000;62620400;62;620400;CA 62 Tract 620400;521;44;1;43;6;4580;3;5198;5198;3019;64;61;45;0;1871;138;5198;618;521;44;1;43;0;6;3;4580;2498;20;60;2;0;1865;135;5337;3140;65;68;56;12;1996;44;0;0;0;0;0;21;18;0;0;0;1;0;0;0;0;0;0;2;0;0;2;4580;4328;111;0;3;78;0;63;5;6;0;4;0;20;1;1;2;5;9;0;2;0;0;0;40;1;0;0;39;
IL;070;;14000;14000;63;63;;CA 63;1892;2161;23;121;34;35589;74;39894;39894;17966;2407;323;154;18;17831;1195;39894;4305;1892;2161;23;121;5;29;74;35589;16074;246;300;33;13;17802;1121;41117;18994;2555;448;217;40;18863;153;13;0;0;3;0;34;67;0;0;10;0;0;1;0;3;0;0;19;3;0;0;35589;33419;926;28;21;501;0;279;112;37;1;72;0;270;5;9;3;55;153;1;37;2;3;2;424;37;8;0;379;
IL;080;031;14000;14000;63630100;63;630100;CA 63 Tract 630100;48;247;1;2;5;852;1;1156;1156;386;266;3;2;0;477;22;1156;304;48;247;1;2;0;5;1;852;338;19;2;0;0;472;21;1178;405;269;4;3;0;497;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;852;749;44;1;2;25;0;11;8;0;0;6;0;8;0;0;0;0;6;0;1;0;0;1;23;0;0;0;23;
IL;080;031;14000;14000;63630200;63;630200;CA 63 Tract 630200;152;28;0;28;1;1715;7;1931;1931;863;37;4;28;0;892;107;1931;216;152;28;0;28;0;1;7;1715;711;9;4;0;0;891;100;2040;963;46;11;34;0;986;28;0;0;0;3;0;21;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1715;1609;65;1;0;14;0;6;4;0;0;4;0;1;0;0;0;0;0;0;0;0;0;1;25;3;1;0;21;
IL;080;031;14000;14000;63630300;63;630300;CA 63 Tract 630300;230;75;0;22;9;5182;3;5521;5521;2347;85;38;28;16;2846;161;5521;339;230;75;0;22;5;4;3;5182;2117;10;38;6;11;2842;158;5683;2479;103;61;32;19;2989;28;5;0;0;0;0;7;12;0;0;0;0;0;0;0;1;0;0;3;0;0;0;5182;4945;60;6;0;64;0;35;15;8;0;6;0;47;0;0;1;6;35;0;5;0;0;0;60;4;0;0;56;
IL;080;031;14000;14000;63630400;63;630400;CA 63 Tract 630400;389;40;2;7;6;6635;4;7083;7083;3347;54;57;11;2;3480;132;7083;448;389;40;2;7;0;6;4;6635;2958;14;55;4;2;3474;128;7216;3467;62;63;12;5;3607;11;1;0;0;0;0;2;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6635;6271;132;3;3;82;0;51;16;2;0;13;0;56;0;1;0;10;41;0;4;0;0;0;88;13;2;0;73;
IL;080;031;14000;14000;63630500;63;630500;CA 63 Tract 630500;296;144;6;12;4;5896;6;6364;6364;3100;168;54;22;0;2788;232;6364;468;296;144;6;12;0;4;6;5896;2804;24;48;10;0;2784;226;6602;3294;199;74;38;0;2997;22;0;0;0;0;0;0;7;0;0;6;0;0;1;0;0;0;0;8;0;0;0;5896;5569;161;2;4;54;0;26;13;3;0;12;0;33;2;0;0;7;19;0;5;0;0;0;73;9;0;0;64;
IL;080;031;14000;14000;63630800;63;630800;CA 63 Tract 630800;298;422;3;15;3;6337;29;7107;7107;3246;488;57;24;0;3071;221;7107;770;298;422;3;15;0;3;29;6337;2948;66;54;9;0;3068;192;7331;3445;522;71;44;1;3248;23;1;0;0;0;0;3;12;0;0;3;0;0;0;0;1;0;0;3;0;0;0;6337;5974;136;10;4;93;0;40;30;7;0;16;0;59;0;0;2;17;29;0;8;2;1;0;61;4;3;0;54;
IL;080;031;14000;14000;63630900;63;630900;CA 63 Tract 630900;342;109;5;23;1;4875;8;5363;5363;2554;150;50;24;0;2399;186;5363;488;342;109;5;23;0;1;8;4875;2212;41;45;1;0;2398;178;5561;2711;165;84;34;14;2553;24;4;0;0;0;0;1;13;0;0;0;0;0;0;0;0;0;0;3;3;0;0;4875;4569;138;3;2;88;0;58;17;8;1;4;0;20;2;1;0;1;10;0;6;0;0;0;55;2;2;0;51;
IL;080;031;14000;14000;63835100;63;835100;CA 63 Tract 835100;137;1096;6;12;5;4097;16;5369;5369;2123;1159;60;15;0;1878;134;5369;1272;137;1096;6;12;0;5;16;4097;1986;63;54;3;0;1873;118;5506;2230;1189;80;20;1;1986;15;2;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4097;3733;190;2;6;81;0;52;9;9;0;11;0;46;1;7;0;14;13;1;8;0;2;0;39;2;0;0;37;
IL;070;;14000;14000;64;64;;CA 64;11921;282;27;212;38;10484;175;23139;23139;17709;342;118;237;11;4022;700;23139;12655;11921;282;27;212;4;34;175;10484;5788;60;91;25;7;3988;525;23871;18337;429;221;330;44;4510;225;35;0;0;0;0;44;82;0;1;5;9;1;0;0;16;0;0;1;27;4;0;10484;8574;903;46;5;144;0;75;28;9;5;27;0;207;7;7;2;62;80;0;28;15;4;2;605;14;35;0;556;
IL;080;031;14000;14000;64640100;64;640100;CA 64 Tract 640100;381;44;0;10;9;753;14;1211;1211;775;52;3;10;5;337;29;1211;458;381;44;0;10;0;9;14;753;394;8;3;0;5;328;15;1247;802;58;9;15;9;354;10;2;0;0;0;0;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;753;597;71;6;0;20;0;10;7;2;0;1;0;29;0;0;0;18;2;0;1;7;0;1;30;0;0;0;30;
IL;080;031;14000;14000;64640300;64;640300;CA 64 Tract 640300;3398;56;5;39;8;2907;50;6463;6463;5055;67;17;44;1;1014;265;6463;3556;3398;56;5;39;0;8;50;2907;1657;11;12;5;1;1006;215;6730;5294;93;42;71;12;1218;44;7;0;0;0;0;8;16;0;0;0;1;0;0;0;5;0;0;0;7;0;0;2907;2443;224;21;2;35;0;19;2;3;0;11;0;66;2;5;1;22;11;0;20;5;0;0;116;11;3;0;102;
IL;080;031;14000;14000;64640400;64;640400;CA 64 Tract 640400;2113;12;9;21;1;1011;23;3190;3190;2700;17;24;24;0;346;79;3190;2179;2113;12;9;21;0;1;23;1011;587;5;15;3;0;345;56;3281;2767;28;52;45;5;384;24;5;0;0;0;0;6;3;0;0;0;5;0;0;0;0;0;0;0;5;0;0;1011;850;115;5;0;3;0;1;1;0;0;1;0;16;0;1;0;1;12;0;2;0;0;0;22;1;12;0;9;
IL;080;031;14000;14000;64640500;64;640500;CA 64 Tract 640500;2198;39;4;54;3;1170;23;3491;3491;2855;52;16;55;2;444;67;3491;2321;2198;39;4;54;2;1;23;1170;657;13;12;1;0;443;44;3561;2918;58;27;68;3;487;52;3;0;0;0;0;15;20;0;1;1;3;0;0;0;4;0;0;1;0;4;0;1170;917;131;1;2;6;0;1;1;1;0;3;0;11;3;0;0;3;3;0;0;2;0;0;102;1;0;0;101;
IL;080;031;14000;14000;64640600;64;640600;CA 64 Tract 640600;2177;47;5;44;4;1600;35;3912;3912;3028;58;22;58;1;630;115;3912;2312;2177;47;5;44;1;3;35;1600;851;11;17;14;0;627;80;4033;3129;75;40;72;9;708;58;0;0;0;0;0;6;29;0;0;4;0;1;0;0;3;0;0;0;15;0;0;1600;1272;149;8;0;27;0;14;11;1;0;1;0;16;1;0;0;0;12;0;0;1;1;1;128;0;19;0;109;
IL;080;031;14000;14000;64640700;64;640700;CA 64 Tract 640700;1315;31;4;22;0;1760;24;3156;3156;2353;43;28;24;0;604;104;3156;1396;1315;31;4;22;0;0;24;1760;1038;12;24;2;0;604;80;3262;2447;60;42;30;1;682;20;8;0;0;0;0;4;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1760;1429;148;5;0;33;0;15;3;2;3;10;0;32;1;1;0;9;16;0;2;0;3;0;113;1;1;0;111;
IL;080;031;14000;14000;64640800;64;640800;CA 64 Tract 640800;339;53;0;22;13;1283;6;1716;1716;943;53;8;22;2;647;41;1716;433;339;53;0;22;1;12;6;1283;604;0;8;0;1;635;35;1757;980;57;9;29;5;677;17;10;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1283;1066;65;0;1;20;0;15;3;0;2;0;0;37;0;0;1;9;24;0;3;0;0;0;94;0;0;0;94;
IL;070;;14000;14000;65;65;;CA 65;4924;1390;28;210;21;26669;113;33355;33355;18674;1512;233;232;11;11638;1055;33355;6686;4924;1390;28;210;3;18;113;26669;13750;122;205;22;8;11620;942;34443;19604;1690;368;317;45;12419;229;39;0;0;0;0;39;116;0;0;3;2;0;0;0;22;0;0;1;2;0;5;26669;24616;988;35;19;379;11;221;37;34;5;62;9;283;7;5;4;86;142;0;29;1;9;0;349;29;12;0;308;
IL;080;031;14000;14000;65650100;65;650100;CA 65 Tract 650100;529;153;6;32;4;4075;17;4816;4816;2683;171;25;32;0;1747;158;4816;741;529;153;6;32;0;4;17;4075;2154;18;19;0;0;1743;141;4993;2828;210;46;40;2;1867;32;9;0;0;0;0;4;7;0;0;0;1;0;0;0;9;0;0;0;0;0;2;4075;3767;147;9;3;73;0;46;9;1;0;17;0;25;1;2;0;14;7;0;0;0;1;0;51;2;4;0;45;
IL;080;031;14000;14000;65650200;65;650200;CA 65 Tract 650200;1495;114;7;38;1;5641;24;7320;7320;4428;138;46;51;0;2386;271;7320;1679;1495;114;7;38;0;1;24;5641;2933;24;39;13;0;2385;247;7596;4681;173;82;64;6;2590;51;16;0;0;0;0;4;19;0;0;0;0;0;0;0;11;0;0;1;0;0;0;5641;5161;222;14;3;63;1;36;5;3;1;9;8;93;3;0;3;24;51;0;5;1;6;0;85;10;6;0;69;
IL;080;031;14000;14000;65650301;65;650301;CA 65 Tract 650301;1101;54;3;26;7;4504;16;5711;5711;3583;79;57;27;6;1771;188;5711;1207;1101;54;3;26;1;6;16;4504;2482;25;54;1;5;1765;172;5904;3754;120;72;44;9;1905;27;7;0;0;0;0;4;13;0;0;1;0;0;0;0;0;0;0;0;1;0;1;4504;4118;180;3;4;56;5;27;7;10;0;7;0;53;2;0;0;22;29;0;0;0;0;0;90;8;2;0;80;
IL;080;031;14000;14000;65650302;65;650302;CA 65 Tract 650302;482;127;4;13;1;3708;9;4344;4344;2295;137;34;13;1;1743;121;4344;636;482;127;4;13;1;0;9;3708;1813;10;30;0;0;1743;112;4466;2403;147;54;21;4;1837;13;2;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3708;3507;118;3;2;39;4;23;2;2;1;6;1;23;0;0;1;7;13;0;2;0;0;0;16;0;0;0;16;
IL;080;031;14000;14000;65650400;65;650400;CA 65 Tract 650400;614;355;1;63;4;5692;14;6743;6743;3269;371;38;65;3;2802;195;6743;1051;614;355;1;63;0;4;14;5692;2655;16;37;2;3;2798;181;6940;3429;395;59;82;21;2954;65;1;0;0;0;0;2;60;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5692;5334;182;1;3;83;0;44;9;12;3;15;0;32;0;2;0;11;13;0;5;0;1;0;57;1;0;0;56;
IL;080;031;14000;14000;65650500;65;650500;CA 65 Tract 650500;703;587;7;38;4;3049;33;4421;4421;2416;616;33;44;1;1189;122;4421;1372;703;587;7;38;1;3;33;3049;1713;29;26;6;0;1186;89;4544;2509;645;55;66;3;1266;41;4;0;0;0;0;17;15;0;0;2;1;0;0;0;2;0;0;0;0;0;0;3049;2729;139;5;4;65;1;45;5;6;0;8;0;57;1;1;0;8;29;0;17;0;1;0;50;8;0;0;42;
IL;070;;14000;14000;66;66;;CA 66;2419;27403;72;190;84;25141;319;55628;55628;12753;27806;361;206;5;13264;1233;55628;30487;2419;27403;72;190;2;82;319;25141;10334;403;289;16;3;13182;914;56952;13618;28306;565;331;42;14090;204;24;0;0;0;0;18;123;0;0;1;3;0;0;0;16;0;0;10;5;0;4;25141;22863;1094;75;40;407;2;172;116;27;3;85;2;173;11;0;16;36;72;1;29;4;4;0;489;23;21;0;445;
IL;080;031;14000;14000;66660301;66;660301;CA 66 Tract 660301;38;586;0;0;0;1149;12;1785;1785;386;608;9;0;0;729;53;1785;636;38;586;0;0;0;0;12;1149;348;22;9;0;0;729;41;1849;429;637;23;2;2;756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1149;1090;23;1;0;14;0;5;5;0;0;4;0;4;0;0;0;0;4;0;0;0;0;0;17;2;0;0;15;
IL;080;031;14000;14000;66660302;66;660302;CA 66 Tract 660302;167;1248;4;20;16;4056;16;5527;5527;1802;1284;60;20;0;2216;145;5527;1471;167;1248;4;20;0;16;16;4056;1635;36;56;0;0;2200;129;5686;1916;1310;73;32;6;2349;20;6;0;0;0;0;1;4;0;0;0;0;0;0;0;9;0;0;0;0;0;0;4056;3738;117;8;16;75;0;37;22;3;0;13;0;24;0;0;1;7;11;0;4;0;1;0;78;4;0;0;74;
IL;080;031;14000;14000;66660400;66;660400;CA 66 Tract 660400;386;300;4;9;6;5239;16;5960;5960;2668;332;64;9;3;2669;215;5960;721;386;300;4;9;1;5;16;5239;2282;32;60;0;2;2664;199;6184;2844;367;102;35;7;2829;8;1;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5239;4897;128;16;0;69;2;32;23;1;0;11;0;46;5;0;5;4;25;0;6;1;0;0;83;9;2;0;72;
IL;080;031;14000;14000;66660500;66;660500;CA 66 Tract 660500;462;630;4;22;1;4397;18;5534;5534;2444;667;49;29;0;2205;140;5534;1137;462;630;4;22;0;1;18;4397;1982;37;45;7;0;2204;122;5679;2557;702;58;40;0;2322;29;9;0;0;0;0;2;13;0;0;1;0;0;0;0;0;0;0;0;3;0;1;4397;4045;147;10;19;79;0;38;25;3;0;13;0;22;3;0;0;3;5;0;10;1;0;0;75;0;0;0;75;
IL;080;031;14000;14000;66660600;66;660600;CA 66 Tract 660600;171;3712;22;11;4;2375;38;6333;6333;1102;3748;93;13;0;1223;154;6333;3958;171;3712;22;11;0;4;38;2375;931;36;71;2;0;1219;116;6498;1198;3819;114;32;6;1329;13;0;0;0;0;0;0;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2375;2180;106;8;0;28;0;12;1;2;0;11;2;15;0;0;5;0;9;0;1;0;0;0;38;4;1;0;33;
IL;080;031;14000;14000;66660700;66;660700;CA 66 Tract 660700;18;2234;4;13;0;77;20;2366;2366;41;2250;4;13;0;29;29;2366;2289;18;2234;4;13;0;0;20;77;23;16;0;0;0;29;9;2402;61;2270;13;17;0;41;13;1;0;0;0;0;3;0;0;0;0;0;0;0;0;4;0;0;2;2;0;1;77;44;14;5;0;5;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;8;
IL;080;031;14000;14000;66660800;66;660800;CA 66 Tract 660800;268;3579;11;14;31;1915;47;5865;5865;838;3617;32;14;2;1253;109;5865;3950;268;3579;11;14;1;30;47;1915;570;38;21;0;1;1223;62;5981;881;3686;56;26;15;1317;14;2;0;0;0;0;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1915;1678;108;2;0;64;0;11;27;12;0;14;0;16;1;0;0;1;10;1;3;0;0;0;47;0;2;0;45;
IL;080;031;14000;14000;66660900;66;660900;CA 66 Tract 660900;200;3527;1;24;3;430;47;4232;4232;322;3568;2;24;0;240;76;4232;3802;200;3527;1;24;0;3;47;430;122;41;1;0;0;237;29;4324;370;3632;25;34;5;258;24;1;0;0;0;0;0;19;0;0;0;1;0;0;0;1;0;0;0;0;0;2;430;349;52;1;2;16;0;8;8;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;8;0;0;0;8;
IL;080;031;14000;14000;66661000;66;661000;CA 66 Tract 661000;117;5080;13;24;4;424;44;5706;5706;266;5106;24;24;0;226;60;5706;5282;117;5080;13;24;0;4;44;424;149;26;11;0;0;222;16;5773;292;5151;44;34;0;252;24;0;0;0;0;0;2;17;0;0;0;1;0;0;0;0;0;0;4;0;0;0;424;329;48;2;1;4;0;1;0;0;0;3;0;7;0;0;0;4;0;0;1;2;0;0;33;2;14;0;17;
IL;080;031;14000;14000;66661100;66;661100;CA 66 Tract 661100;471;2910;6;35;8;3081;31;6542;6542;1993;2970;12;42;0;1379;146;6542;3461;471;2910;6;35;0;8;31;3081;1522;60;6;7;0;1371;115;6688;2095;3035;37;51;0;1470;41;4;0;0;0;0;2;29;0;0;0;0;0;0;0;2;0;0;4;0;0;0;3081;2752;210;6;2;21;0;18;1;0;1;1;0;20;2;0;5;8;3;0;2;0;0;0;70;0;0;0;70;
IL;080;031;14000;14000;66835000;66;835000;CA 66 Tract 835000;121;3597;3;18;11;1998;30;5778;5778;891;3656;12;18;0;1095;106;5778;3780;121;3597;3;18;0;11;30;1998;770;59;9;0;0;1084;76;5888;975;3697;20;28;1;1167;18;0;0;0;0;0;5;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1998;1761;141;16;0;32;0;10;1;6;0;15;0;17;0;0;0;8;5;0;1;0;3;0;31;1;2;0;28;
IL;070;;14000;14000;67;67;;CA 67;130;34178;67;19;28;774;309;35505;35505;292;34397;75;23;1;340;377;35505;34731;130;34178;67;19;0;28;309;774;162;219;8;4;1;312;68;35928;499;34732;203;69;11;414;23;2;0;0;0;0;3;7;0;0;6;2;0;0;0;0;0;0;1;0;0;2;774;515;171;12;8;23;0;6;7;5;3;1;1;8;1;0;0;1;0;0;5;0;1;0;37;0;0;0;37;
IL;080;031;14000;14000;67670100;67;670100;CA 67 Tract 670100;9;1453;5;3;0;32;14;1516;1516;12;1465;5;3;0;17;14;1516;1484;9;1453;5;3;0;0;14;32;3;12;0;0;0;17;0;1530;22;1479;6;4;0;19;3;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;32;23;5;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;
IL;080;031;14000;14000;67670200;67;670200;CA 67 Tract 670200;0;1327;0;2;1;34;16;1380;1380;8;1333;0;2;0;20;17;1380;1346;0;1327;0;2;0;1;16;34;8;6;0;0;0;19;1;1404;17;1349;13;2;0;23;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;34;26;7;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
IL;080;031;14000;14000;67670300;67;670300;CA 67 Tract 670300;14;1317;1;5;6;51;17;1411;1411;34;1322;1;5;1;28;20;1411;1360;14;1317;1;5;0;6;17;51;20;5;0;0;1;22;3;1434;42;1338;9;11;1;33;5;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;37;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;
IL;080;031;14000;14000;67670400;67;670400;CA 67 Tract 670400;6;1809;0;2;0;130;9;1956;1956;26;1823;0;5;0;82;20;1956;1826;6;1809;0;2;0;0;9;130;20;14;0;3;0;82;11;1978;37;1838;3;13;0;87;5;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;130;101;20;0;0;5;0;5;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3;0;0;0;3;
IL;080;031;14000;14000;67670500;67;670500;CA 67 Tract 670500;5;1236;2;0;0;55;23;1321;1321;22;1256;2;0;0;17;24;1321;1266;5;1236;2;0;0;0;23;55;17;20;0;0;0;17;1;1345;35;1267;10;9;3;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;40;11;0;0;4;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
IL;080;031;14000;14000;67670600;67;670600;CA 67 Tract 670600;0;1603;1;1;0;35;10;1650;1650;13;1624;1;1;0;0;11;1650;1615;0;1603;1;1;0;0;10;35;13;21;0;0;0;0;1;1664;19;1635;6;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;13;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;12;
IL;080;031;14000;14000;67670700;67;670700;CA 67 Tract 670700;7;1422;6;0;0;42;14;1491;1491;10;1440;6;0;0;16;19;1491;1449;7;1422;6;0;0;0;14;42;3;18;0;0;0;16;5;1512;22;1456;13;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;20;13;3;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;
IL;080;031;14000;14000;67670800;67;670800;CA 67 Tract 670800;2;1592;6;0;1;21;13;1635;1635;5;1602;6;0;0;7;15;1635;1614;2;1592;6;0;0;1;13;21;3;10;0;0;0;6;2;1651;8;1617;12;1;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;6;10;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
