STUSAB;SUMLEV;COUNTY;COUSUB;PLACE;GEOID2;CHGOCA;TRACT;NAME;NHW;NHB;NHAM;NHAS;NHOTHER;HISP;MULTI;TOTAL;P003001;P003002;P003003;P003004;P003005;P003006;P003007;P003008;P005001;P005002;P005003;P005004;P005005;P005006;P005007;P005008;P005009;P005010;P005011;P005012;P005013;P005014;P005015;P005016;P005017;P006001;P006002;P006003;P006004;P006005;P006006;P006007;PCT05001;PCT05002;PCT05003;PCT05004;PCT05005;PCT05006;PCT05007;PCT05008;PCT05009;PCT05010;PCT05011;PCT05012;PCT05013;PCT05014;PCT05015;PCT05016;PCT05017;PCT05018;PCT05019;PCT05020;PCT05021;PCT05022;PCT11003;PCT11004;PCT11005;PCT11006;PCT11007;PCT11008;PCT11009;PCT11010;PCT11011;PCT11012;PCT11013;PCT11014;PCT11015;PCT11016;PCT11017;PCT11018;PCT11019;PCT11020;PCT11021;PCT11022;PCT11023;PCT11024;PCT11025;PCT11026;PCT11027;PCT11028;PCT11029;PCT11030;PCT11031;
;;;;;;;;;White alone, not Hispanic or Latino;Black or African American alone, not Hispanic or Latino;American Indian and Alaska Native alone, not Hispanic or Latino;Asian alone, not Hispanic or Latino;Other single race alone, not Hispanic or Latino;Hispanic or Latino;Two or more races, not Hispanic or Latino;Total;Total;White alone;Black or African American alone;American Indian and Alaska Native alone;Asian alone;Native Hawaiian and other Pacific Islander alone;Some other race alone;Two or more races;Total;Not Hispanic or Latino [subtotal];White alone, not Hispanic or Latino;Black or African American alone, not Hispanic or Latino;American Indian and Alaska Native alone, not Hispanic or Latino;Asian alone, not Hispanic or Latino;Native Hawaiian and other Pacific Islander alone, not Hispanic or Latino;Some other race alone, not Hispanic or Latino;Two or more races, not Hispanic or Latino;Hispanic or Latino [subtotal];White alone, Hispanic or Latino;Black or African American alone, Hispanic or Latino;American Indian and Alaska Native alone, Hispanic or Latino;Asian alone, Hispanic or Latino;Native Hawaiian and other Pacific Islander alone, Hispanic or Latino;Some other race alone, Hispanic or Latino;Two or more races, Hispanic or Latino;Total races tallied;White alone or in combination with one or more other races;Black or African American alone or in combination with one or more other races;American Indian and Alaska Native alone or in combination with one or more other races;Asian alone or in combination with one or more other races;Native Hawaiian and other Pacific Islander alone or in combination with one or more other races;Some other race alone or in combination with one or more other races;Asian alone with one Asian category;Asian Indian;Bangladeshi;Bhutanese;Burmese;Cambodian;Chinese (except Taiwanese);Filipino;Hmong;Indonesian;Japanese;Korean;Laotian;Malaysian;Nepalese;Pakistani;Sri Lankan;Taiwanese;Thai;Vietnamese;Other Asian, specified;Other Asian, not specified;Hispanic or Latino by specific origin;Mexican;Puerto Rican Cuban;Cuban;Dominican;Central American (excluding Mexican) [subtotal];Costa Rican;Guatemalan;Honduran;Nicaraguan;Panamanian;Salvadoran;Other Central American;South American [subtotal];Argentinean;Bolivian;Chilean;Colombian;Ecuadorian;Paraguayan;Peruvian;Uruguayan;Venezuelan;Other South American;Other Hispanic or Latino [subtotal];Spaniard;Spanish;Spanish American;All other Hispanic or Latino;
IL;080;031;14000;14000;29292500;29;292500;CA 29 Tract 292500;23;3961;8;3;7;100;38;4140;4140;37;3984;8;3;4;50;54;4140;4040;23;3961;8;3;1;6;38;100;14;23;0;0;3;44;16;4197;57;4038;26;10;5;61;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;51;36;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;9;1;0;0;8;
IL;080;031;14000;14000;29838600;29;838600;CA 29 Tract 838600;51;1463;2;4;0;66;12;1598;1598;74;1481;2;4;0;18;19;1598;1532;51;1463;2;4;0;0;12;66;23;18;0;0;0;18;7;1622;80;1498;13;5;1;25;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;14;5;0;0;3;0;0;3;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;42;0;0;0;42;
IL;080;031;14000;14000;29838700;29;838700;CA 29 Tract 838700;24;4329;10;4;1;84;32;4484;4484;54;4350;13;5;0;21;41;4484;4400;24;4329;10;4;0;1;32;84;30;21;3;1;0;20;9;4547;80;4391;34;11;4;27;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;45;19;3;0;7;0;5;0;0;0;2;0;10;0;0;0;1;4;0;5;0;0;0;0;0;0;0;0;
IL;080;031;14000;14000;29841400;29;841400;CA 29 Tract 841400;25;1446;2;0;0;77;9;1559;1559;53;1468;10;0;0;17;11;1559;1482;25;1446;2;0;0;0;9;77;28;22;8;0;0;17;2;1570;62;1479;11;0;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;43;20;1;0;7;0;3;4;0;0;0;0;5;0;1;0;0;4;0;0;0;0;0;1;0;1;0;0;
IL;080;031;14000;14000;29841500;29;841500;CA 29 Tract 841500;34;2796;23;2;0;81;26;2962;2962;50;2814;28;2;0;31;37;2962;2881;34;2796;23;2;0;0;26;81;16;18;5;0;0;31;11;3001;61;2846;46;6;3;39;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;32;47;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;
IL;080;031;14000;14000;29841600;29;841600;CA 29 Tract 841600;24;1058;0;8;0;63;13;1166;1166;52;1070;2;8;0;12;22;1166;1103;24;1058;0;8;0;0;13;63;28;12;2;0;0;12;9;1189;63;1087;6;9;4;20;8;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;63;42;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;8;0;0;0;8;
IL;080;031;14000;14000;29843000;29;843000;CA 29 Tract 843000;1;2315;3;1;1;43;14;2378;2378;7;2329;4;1;0;19;18;2378;2335;1;2315;3;1;0;1;14;43;6;14;1;0;0;18;4;2396;15;2347;9;1;2;22;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;20;17;1;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;
IL;080;031;14000;14000;29843100;29;843100;CA 29 Tract 843100;89;1718;3;12;2;57;11;1892;1892;111;1727;3;12;0;25;14;1892;1835;89;1718;3;12;0;2;11;57;22;9;0;0;0;23;3;1908;117;1740;5;13;3;30;12;1;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;41;8;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;1;0;0;0;4;0;0;0;4;
IL;080;031;14000;14000;29843300;29;843300;CA 29 Tract 843300;44;762;5;10;0;401;6;1228;1228;190;770;8;10;1;228;21;1228;827;44;762;5;10;0;0;6;401;146;8;3;0;1;228;15;1250;203;777;9;10;6;245;10;6;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;401;339;23;0;0;5;0;0;0;0;0;5;0;6;0;0;0;0;6;0;0;0;0;0;28;0;5;0;23;
IL;080;031;14000;14000;29843400;29;843400;CA 29 Tract 843400;7;1294;7;0;1;130;12;1451;1451;78;1311;9;0;1;38;14;1451;1321;7;1294;7;0;0;1;12;130;71;17;2;0;1;37;2;1465;81;1322;23;0;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;117;4;0;0;8;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;
IL;070;;14000;14000;30;30;;CA 30;3056;10374;63;113;99;65457;126;79288;79288;33349;10763;945;179;9;31832;2211;79288;13831;3056;10374;63;113;2;97;126;65457;30293;389;882;66;7;31735;2085;81598;35254;11064;1261;276;64;33679;169;24;0;0;0;0;52;50;0;0;7;13;0;0;0;1;0;0;1;5;0;16;65457;60979;1229;89;33;780;12;328;165;20;6;235;14;294;9;20;11;63;129;0;49;2;11;0;2053;71;19;2;1961;
IL;080;031;14000;14000;30300500;30;300500;CA 30 Tract 300500;74;349;3;6;5;2815;5;3257;3257;1203;358;35;10;0;1559;92;3257;442;74;349;3;6;0;5;5;2815;1129;9;32;4;0;1554;87;3361;1281;380;51;17;0;1632;10;0;0;0;0;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2815;2656;61;5;0;27;0;7;15;0;0;5;0;16;1;0;1;5;4;0;2;0;3;0;50;3;2;0;45;
IL;080;031;14000;14000;30300600;30;300600;CA 30 Tract 300600;119;587;7;7;3;2485;4;3212;3212;1215;612;49;14;0;1207;115;3212;727;119;587;7;7;0;3;4;2485;1096;25;42;7;0;1204;111;3328;1313;634;56;18;0;1307;12;2;0;0;0;0;1;1;0;0;5;3;0;0;0;0;0;0;0;0;0;0;2485;2356;60;2;0;17;0;6;0;2;0;4;5;6;0;0;0;3;1;0;0;2;0;0;44;4;1;0;39;
IL;080;031;14000;14000;30300700;30;300700;CA 30 Tract 300700;93;145;8;4;5;4930;9;5194;5194;1876;175;51;7;0;2804;281;5194;264;93;145;8;4;0;5;9;4930;1783;30;43;3;0;2799;272;5485;2133;208;98;8;0;3038;7;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4930;4637;94;12;0;47;0;14;6;8;0;19;0;32;0;0;0;9;23;0;0;0;0;0;108;10;0;0;98;
IL;080;031;14000;14000;30300800;30;300800;CA 30 Tract 300800;55;99;1;4;24;4416;11;4610;4610;1756;117;59;4;0;2543;131;4610;194;55;99;1;4;0;24;11;4416;1701;18;58;0;0;2519;120;4750;1876;131;90;6;1;2646;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4416;4217;69;9;2;42;0;23;1;0;0;18;0;15;1;2;0;0;1;0;10;0;1;0;62;0;0;0;62;
IL;080;031;14000;14000;30300900;30;300900;CA 30 Tract 300900;81;83;6;2;1;4876;1;5050;5050;2153;99;71;2;0;2549;176;5050;174;81;83;6;2;0;1;1;4876;2072;16;65;0;0;2548;175;5229;2308;136;81;3;2;2699;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4876;4616;126;1;0;44;0;27;12;0;1;4;0;14;0;0;2;6;6;0;0;0;0;0;75;3;1;0;71;
IL;080;031;14000;14000;30301100;30;301100;CA 30 Tract 301100;117;120;0;3;2;2369;6;2617;2617;1165;124;31;9;1;1211;76;2617;248;117;120;0;3;1;1;6;2369;1048;4;31;6;0;1210;70;2697;1228;136;45;12;2;1274;9;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2369;2267;44;0;0;20;0;14;2;1;0;3;0;16;0;0;4;3;9;0;0;0;0;0;22;1;0;0;21;
IL;080;031;14000;14000;30301200;30;301200;CA 30 Tract 301200;122;215;9;4;6;3642;14;4012;4012;1691;236;34;4;0;1911;136;4012;370;122;215;9;4;0;6;14;3642;1569;21;25;0;0;1905;122;4151;1810;256;64;4;1;2016;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;3642;3371;113;6;16;48;1;16;5;0;2;23;1;27;0;2;0;2;20;0;3;0;0;0;61;3;0;1;57;
IL;080;031;14000;14000;30301600;30;301600;CA 30 Tract 301600;71;11;2;0;9;4557;4;4654;4654;2141;42;99;0;0;2219;153;4654;97;71;11;2;0;0;9;4;4557;2070;31;97;0;0;2210;149;4820;2270;60;115;0;20;2355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4557;4248;46;2;1;40;0;28;7;0;0;5;0;25;1;0;0;14;7;0;3;0;0;0;195;5;5;0;185;
IL;080;031;14000;14000;30301701;30;301701;CA 30 Tract 301701;31;14;0;5;7;4323;1;4381;4381;2199;36;50;7;0;1953;136;4381;58;31;14;0;5;0;7;1;4323;2168;22;50;2;0;1946;135;4519;2324;45;60;7;3;2080;7;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4323;4126;38;3;0;73;4;51;9;0;0;9;0;22;0;2;1;7;2;0;10;0;0;0;61;7;0;0;54;
IL;080;031;14000;14000;30301702;30;301702;CA 30 Tract 301702;94;4;1;1;8;3936;1;4045;4045;2113;15;86;7;3;1708;113;4045;109;94;4;1;1;0;8;1;3936;2019;11;85;6;3;1700;112;4170;2208;23;99;19;7;1814;7;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3936;3795;32;3;3;18;0;7;2;0;0;9;0;15;0;0;0;1;14;0;0;0;0;0;70;2;0;0;68;
IL;080;031;14000;14000;30301801;30;301801;CA 30 Tract 301801;86;23;1;3;3;3887;2;4005;4005;1789;53;55;12;0;2009;87;4005;118;86;23;1;3;0;3;2;3887;1703;30;54;9;0;2006;85;4092;1864;56;62;20;0;2090;12;0;0;0;0;0;0;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3887;3697;49;2;0;70;0;40;14;6;1;9;0;21;5;7;0;0;8;0;0;0;1;0;48;0;0;0;48;
IL;080;031;14000;14000;30301802;30;301802;CA 30 Tract 301802;56;52;0;4;2;3403;1;3518;3518;1549;76;51;13;0;1717;112;3518;115;56;52;0;4;0;2;1;3403;1493;24;51;9;0;1715;111;3634;1635;83;63;31;7;1815;13;0;0;0;0;0;0;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3403;3174;64;7;0;56;0;6;29;0;0;17;4;19;0;0;0;5;7;0;7;0;0;0;83;3;0;0;80;
IL;080;031;14000;14000;30301803;30;301803;CA 30 Tract 301803;92;14;2;0;8;5236;5;5357;5357;2653;40;53;8;1;2470;132;5357;121;92;14;2;0;0;8;5;5236;2561;26;51;8;1;2462;127;5496;2763;52;87;12;4;2578;8;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5236;4901;70;2;1;121;4;34;22;0;0;61;0;23;0;7;0;1;8;0;7;0;0;0;118;5;1;0;112;
IL;080;031;14000;14000;30830500;30;830500;CA 30 Tract 830500;139;5;5;2;0;4506;3;4660;4660;3023;30;14;2;0;1488;103;4660;154;139;5;5;2;0;0;3;4506;2884;25;9;0;0;1488;100;4764;3113;46;18;6;4;1577;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4506;4344;58;6;0;29;0;15;7;1;0;6;0;12;0;0;2;0;6;0;1;0;3;0;57;7;2;0;48;
IL;080;031;14000;14000;30840700;30;840700;CA 30 Tract 840700;231;261;9;35;8;3687;18;4249;4249;1707;281;79;43;3;1975;161;4249;562;231;261;9;35;0;8;18;3687;1476;20;70;8;3;1967;143;4419;1850;299;109;60;4;2097;35;1;0;0;0;0;23;5;0;0;2;2;0;0;0;0;0;0;0;2;0;0;3687;3417;106;10;2;62;0;20;16;2;1;22;1;20;1;0;0;4;11;0;3;0;1;0;70;13;6;0;51;
IL;080;031;14000;14000;30840800;30;840800;CA 30 Tract 840800;44;9;0;11;5;3638;9;3716;3716;1680;29;96;13;0;1786;112;3716;78;44;9;0;11;0;5;9;3638;1636;20;96;2;0;1781;103;3833;1777;41;110;22;1;1882;13;1;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3638;3489;44;2;1;36;0;5;15;0;0;16;0;1;0;0;0;1;0;0;0;0;0;0;65;2;0;0;63;
IL;080;031;14000;14000;30841700;30;841700;CA 30 Tract 841700;47;828;2;3;1;546;15;1442;1442;248;837;10;3;0;299;45;1442;896;47;828;2;3;0;1;15;546;201;9;8;0;0;298;30;1491;274;858;22;5;7;325;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;546;438;60;8;6;6;0;3;1;0;1;1;0;4;0;0;0;1;0;0;1;0;2;0;24;0;0;0;24;
IL;080;031;14000;14000;30843500;30;843500;CA 30 Tract 843500;1504;7555;7;19;2;2205;17;11309;11309;3188;7603;22;21;1;424;50;11309;9104;1504;7555;7;19;1;1;17;2205;1684;48;15;2;0;423;33;11359;3227;7620;31;26;1;454;21;1;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;2;0;14;2205;1230;95;9;1;24;3;12;2;0;0;4;3;6;0;0;1;1;2;0;2;0;0;0;840;3;1;1;835;
IL;070;;14000;14000;31;31;;CA 31;4447;1108;50;371;45;29486;262;35769;35769;16820;1356;495;419;16;15311;1352;35769;6283;4447;1108;50;371;2;43;262;29486;12373;248;445;48;14;15268;1090;37232;17959;1693;753;570;53;16204;409;107;1;0;0;2;86;94;0;1;18;64;1;0;0;7;2;3;5;9;2;7;29486;27236;804;66;20;330;7;152;62;23;9;75;2;386;49;12;13;73;182;5;23;6;12;11;644;66;16;0;562;
IL;080;031;14000;14000;31310200;31;310200;CA 31 Tract 310200;399;76;4;38;3;794;22;1336;1336;782;88;21;39;0;353;53;1336;542;399;76;4;38;0;3;22;794;383;12;17;1;0;350;31;1393;830;104;33;47;0;379;37;4;0;0;0;0;12;9;0;0;4;4;0;0;0;0;0;0;0;1;0;3;794;707;37;5;0;9;3;2;2;0;1;1;0;12;1;0;0;2;2;3;1;0;3;0;24;6;0;0;18;
IL;080;031;14000;14000;31310300;31;310300;CA 31 Tract 310300;415;67;2;42;2;1147;22;1697;1697;830;69;30;59;3;617;89;1697;550;415;67;2;42;0;2;22;1147;415;2;28;17;3;615;67;1794;908;90;42;76;6;672;59;30;0;0;0;1;3;13;0;0;1;6;0;0;0;0;0;1;2;1;0;1;1147;1008;51;2;0;24;0;8;9;1;1;5;0;21;7;0;0;9;5;0;0;0;0;0;41;4;7;0;30;
IL;080;031;14000;14000;31310400;31;310400;CA 31 Tract 310400;230;65;4;30;0;991;12;1332;1332;668;74;26;31;0;462;71;1332;341;230;65;4;30;0;0;12;991;438;9;22;1;0;462;59;1415;732;93;48;40;1;501;31;3;0;0;0;0;8;2;0;1;2;12;1;0;0;1;0;0;1;0;0;0;991;916;26;7;0;19;0;3;0;0;0;16;0;8;0;6;0;0;0;0;2;0;0;0;15;1;0;0;14;
IL;080;031;14000;14000;31310500;31;310500;CA 31 Tract 310500;148;37;1;7;0;1498;9;1700;1700;712;46;25;8;0;845;64;1700;202;148;37;1;7;0;0;9;1498;564;9;24;1;0;845;55;1766;761;59;30;18;2;896;8;1;0;0;0;0;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1498;1438;27;3;1;9;0;7;1;0;0;1;0;8;0;4;0;4;0;0;0;0;0;0;12;3;0;0;9;
IL;080;031;14000;14000;31310600;31;310600;CA 31 Tract 310600;787;336;7;78;21;4590;49;5868;5868;2695;404;65;87;2;2418;197;5868;1278;787;336;7;78;2;19;49;4590;1908;68;58;9;0;2399;148;6080;2856;457;109;117;7;2534;83;14;1;0;0;0;18;28;0;0;3;13;0;0;0;0;0;2;0;2;2;0;4590;4296;93;14;4;45;1;23;5;4;4;8;0;59;12;0;6;11;21;0;4;0;2;3;79;8;3;0;68;
IL;080;031;14000;14000;31310700;31;310700;CA 31 Tract 310700;207;20;2;16;2;1435;10;1692;1692;805;26;36;16;3;740;66;1692;257;207;20;2;16;0;2;10;1435;598;6;34;0;3;738;56;1764;856;39;52;29;4;784;16;1;0;0;0;0;5;4;0;0;2;1;0;0;0;0;2;0;0;1;0;0;1435;1319;34;8;6;19;0;8;2;0;1;8;0;16;2;0;0;0;11;0;3;0;0;0;33;3;0;0;30;
IL;080;031;14000;14000;31310800;31;310800;CA 31 Tract 310800;402;72;6;24;5;3978;29;4516;4516;2018;107;84;26;0;2123;158;4516;538;402;72;6;24;0;5;29;3978;1616;35;78;2;0;2118;129;4686;2141;158;111;43;3;2230;26;7;0;0;0;0;3;6;0;0;1;6;0;0;0;0;0;0;0;1;0;2;3978;3683;129;4;2;37;0;7;8;3;0;19;0;31;3;0;2;13;7;0;5;1;0;0;92;5;1;0;86;
IL;080;031;14000;14000;31310900;31;310900;CA 31 Tract 310900;494;80;7;41;2;4468;31;5123;5123;2200;105;71;45;0;2531;171;5123;655;494;80;7;41;0;2;31;4468;1706;25;64;4;0;2529;140;5313;2360;151;92;61;2;2647;45;14;0;0;0;0;4;11;0;0;2;11;0;0;0;2;0;0;0;1;0;0;4468;4147;103;6;4;60;1;36;5;7;2;8;1;38;13;1;0;10;7;0;5;0;2;0;110;12;0;0;98;
IL;080;031;14000;14000;31841200;31;841200;CA 31 Tract 841200;494;210;6;17;8;4501;26;5262;5262;2340;242;83;17;7;2390;183;5262;761;494;210;6;17;0;8;26;4501;1846;32;77;0;7;2382;157;5454;2497;280;124;18;17;2518;16;1;0;0;0;0;2;8;0;0;1;4;0;0;0;0;0;0;0;0;0;0;4501;4177;148;5;0;38;2;18;11;3;0;4;0;50;9;0;3;10;21;2;2;0;3;0;83;17;4;0;62;
IL;080;031;14000;14000;31841300;31;841300;CA 31 Tract 841300;562;96;7;30;1;3732;35;4463;4463;2383;113;41;37;1;1723;165;4463;731;562;96;7;30;0;1;35;3732;1821;17;34;7;1;1722;130;4639;2517;150;78;55;11;1828;35;13;0;0;0;0;8;6;0;0;2;2;0;0;0;3;0;0;0;1;0;0;3732;3372;107;11;0;37;0;24;3;5;0;4;1;117;1;1;1;11;89;0;1;4;1;8;88;3;1;0;84;
IL;080;031;14000;14000;31843200;31;843200;CA 31 Tract 843200;309;49;4;48;1;2352;17;2780;2780;1387;82;13;54;0;1109;135;2780;428;309;49;4;48;0;1;17;2352;1078;33;9;6;0;1108;118;2928;1501;112;34;66;0;1215;53;19;0;0;0;1;19;6;0;0;0;4;0;0;0;1;0;0;2;1;0;0;2352;2173;49;1;3;33;0;16;16;0;0;1;0;26;1;0;1;3;19;0;0;1;1;0;67;4;0;0;63;
IL;070;;14000;14000;32;32;;CA 32;18359;3361;46;4658;97;2010;752;29283;29283;19631;3432;66;4677;17;573;887;29283;27273;18359;3361;46;4658;16;81;752;2010;1272;71;20;19;1;492;135;30242;20338;3733;212;5170;53;736;4602;1725;3;0;4;9;1011;456;0;18;187;739;4;9;4;126;3;96;88;69;6;45;2010;1003;240;108;34;103;13;34;23;11;8;14;0;315;50;25;15;107;19;8;49;11;30;1;207;79;24;0;104;
IL;080;031;14000;14000;32320100;32;320100;CA 32 Tract 320100;6961;760;20;2066;47;727;267;10848;10848;7495;780;28;2072;5;163;305;10848;10121;6961;760;20;2066;5;42;267;727;534;20;8;6;0;121;38;11175;7754;855;78;2264;10;214;2045;900;2;0;3;3;363;149;0;5;114;318;1;3;0;78;2;35;28;24;5;12;727;309;85;40;10;37;5;14;7;4;3;4;0;155;27;19;7;42;9;1;25;5;20;0;91;42;14;0;35;
IL;080;031;14000;14000;32320400;32;320400;CA 32 Tract 320400;1669;430;7;144;7;202;59;2518;2518;1777;444;11;144;2;61;79;2518;2316;1669;430;7;144;2;5;59;202;108;14;4;0;0;56;20;2602;1832;492;33;160;6;79;141;36;0;0;0;1;30;25;0;3;6;22;0;0;0;5;0;3;3;4;1;2;202;102;30;14;6;10;1;4;4;0;1;0;0;21;0;3;2;10;0;2;0;1;2;1;19;2;1;0;16;
IL;080;031;14000;14000;32320600;32;320600;CA 32 Tract 320600;2492;682;3;693;7;252;127;4256;4256;2633;696;4;697;1;78;147;4256;4004;2492;682;3;693;1;6;127;252;141;14;1;4;0;72;20;4417;2737;746;25;786;13;110;683;210;0;0;0;1;194;77;0;3;15;108;0;3;0;19;1;24;15;7;0;6;252;144;29;9;4;4;0;1;2;0;0;1;0;45;4;2;2;17;5;3;10;0;2;0;17;6;3;0;8;
IL;080;031;14000;14000;32839000;32;839000;CA 32 Tract 839000;4696;891;6;1051;22;450;195;7311;7311;4989;905;10;1052;6;119;230;7311;6861;4696;891;6;1051;5;17;195;450;293;14;4;1;1;102;35;7560;5183;988;42;1182;11;154;1029;376;0;0;0;3;296;123;0;6;34;90;2;3;4;11;0;22;33;15;0;11;450;242;51;26;10;31;4;10;3;7;4;3;0;48;9;1;1;19;3;2;5;5;3;0;42;17;2;0;23;
IL;080;031;14000;14000;32839100;32;839100;CA 32 Tract 839100;2541;598;10;704;14;379;104;4350;4350;2737;607;13;712;3;152;126;4350;3971;2541;598;10;704;3;11;104;379;196;9;3;8;0;141;22;4488;2832;652;34;778;13;179;704;203;1;0;1;1;128;82;0;1;18;201;1;0;0;13;0;12;9;19;0;14;379;206;45;19;4;21;3;5;7;0;0;6;0;46;10;0;3;19;2;0;9;0;3;0;38;12;4;0;22;
IL;070;;14000;14000;33;33;;CA 33;10281;6015;18;3307;63;1202;504;21390;21390;10975;6093;26;3330;7;355;604;21390;20188;10281;6015;18;3307;3;60;504;1202;694;78;8;23;4;295;100;22052;11434;6341;111;3658;32;476;3255;787;6;0;5;9;1210;452;0;20;72;369;12;6;2;91;3;59;67;54;1;30;1202;613;147;61;30;47;1;16;7;5;14;3;1;203;37;8;12;72;16;0;21;2;30;5;101;40;27;1;33;
IL;080;031;14000;14000;33330100;33;330100;CA 33 Tract 330100;8520;4339;16;2405;54;1015;386;16735;16735;9110;4406;23;2420;7;301;468;16735;15720;8520;4339;16;2405;3;51;386;1015;590;67;7;15;4;250;82;17250;9464;4600;87;2671;31;397;2355;679;6;0;5;9;643;345;0;9;53;337;10;6;0;82;3;48;55;41;1;23;1015;499;138;52;25;38;0;15;4;2;13;3;1;172;32;7;9;58;16;0;18;2;25;5;91;40;27;0;24;
IL;080;031;14000;14000;33330200;33;330200;CA 33 Tract 330200;1570;1246;2;744;7;148;89;3806;3806;1652;1252;2;749;0;46;105;3806;3658;1570;1246;2;744;0;7;89;148;82;6;0;5;0;39;16;3919;1734;1286;16;814;1;68;739;89;0;0;0;0;485;67;0;11;17;27;1;0;2;9;0;6;10;8;0;7;148;85;8;9;5;9;1;1;3;3;1;0;0;27;5;1;3;10;0;0;3;0;5;0;5;0;0;1;4;
IL;080;031;14000;14000;33841000;33;841000;CA 33 Tract 841000;191;430;0;158;2;39;29;849;849;213;435;1;161;0;8;31;849;810;191;430;0;158;0;2;29;39;22;5;1;3;0;6;2;883;236;455;8;173;0;11;161;19;0;0;0;0;82;40;0;0;2;5;1;0;0;0;0;5;2;5;0;0;39;29;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;5;0;0;0;5;
IL;070;;14000;14000;34;34;;CA 34;1642;1419;4;9721;3;464;138;13391;13391;1883;1422;16;9742;2;159;167;13391;12927;1642;1419;4;9721;1;2;138;464;241;3;12;21;1;157;29;13573;2004;1480;46;9842;13;188;9700;175;2;0;9;0;9248;90;0;16;3;28;4;3;0;12;1;27;20;28;1;33;464;352;33;5;0;14;0;1;7;0;2;0;4;26;1;2;2;12;2;0;6;0;1;0;34;5;3;0;26;
IL;080;031;14000;14000;34340300;34;340300;CA 34 Tract 340300;338;18;0;1333;0;86;11;1786;1786;378;18;1;1343;0;24;22;1786;1700;338;18;0;1333;0;0;11;86;40;0;1;10;0;24;11;1810;392;24;4;1357;0;33;1334;20;0;0;0;0;1286;6;0;0;1;2;0;0;0;2;1;4;4;8;0;0;86;65;7;1;0;0;0;0;0;0;0;0;0;7;0;2;0;5;0;0;0;0;0;0;6;0;1;0;5;
IL;080;031;14000;14000;34340400;34;340400;CA 34 Tract 340400;284;33;3;1466;0;93;21;1900;1900;330;33;6;1466;0;41;24;1900;1807;284;33;3;1466;0;0;21;93;46;0;3;0;0;41;3;1924;354;36;8;1483;0;43;1454;61;0;0;4;0;1343;21;0;6;0;3;0;0;0;4;0;7;0;2;0;3;93;70;8;0;0;2;0;0;2;0;0;0;0;4;1;0;0;0;2;0;1;0;0;0;9;2;1;0;6;
